city,hotel_names,hotel_longitude,hotel_latitude,hotel_url,hotel_desc,hotel_mark
Montauban,Brit Hotel Confort Montauban,1.330394446849823,43.980810842951904,https://www.booking.com/hotel/fr/deltour-montauban-city.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from=searchresults,"[""L’établissement Brit Hotel Confort Montauban se situe à Montauban, à respectivement 49 km et 48 km de ces lieux d’intérêt : Zénith de Toulouse et Pierre Baudis Japanese Garden. Cet hôtel 3 étoiles propose un salon commun ainsi que des hébergements dotés de la climatisation, d’une connexion Wi-Fi gratuite et d’une salle de bains privative. Cet établissement non-fumeurs se trouve à 47 km de : Amphithéâtre romain de Purpan-Ancely.\n\nTous les hébergements possèdent un bureau. Vous profiterez d'une télévision à écran plat et d'articles de toilette gratuits.\n\nL’établissement Brit Hotel Confort Montauban sert un petit-déjeuner buffet ou continental.\n\nVous séjournerez à respectivement 48 km et 48 km de ces lieux d’intérêt : Métro Compans Caffarelli et Gare de Toulouse-Matabiau. L'aéroport le plus proche (Aéroport de Toulouse-Blagnac) est à 48 km.""]",8.2
Montauban,Appartement Cosy en Centre ville,1.3564167,44.0191236,https://www.booking.com/hotel/fr/appartement-cosy-en-centre-ville-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from=searchresults,"[""L'Appartement Cosy en Centre ville est situé à Montauban. Il offre une vue sur la ville. Vous bénéficierez gratuitement d'une connexion Wi-Fi dans l'ensemble des locaux.\n\nRécemment rénové, cet appartement comprend 2 chambres séparées, une salle de bains, une cuisine entièrement équipée avec un coin repas et un lave-vaisselle, ainsi qu'un salon avec une télévision à écran plat. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de maison moyennant des frais supplémentaires. Pour plus d'intimité, l'hébergement dispose d'une entrée privée.\n\nL'aéroport de Toulouse-Blagnac est implanté à 52 km.""]",8.2
Montauban,Sure Hotel by Best Western Les Portes de Montauban,1.32209782791136,43.9362872066926,https://www.booking.com/hotel/fr/sure-by-best-western-les-portes-de-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from_sustainable_property_sr=1&from=searchresults,"[""Situé à Montauban, à 42 km de l'amphithéâtre Purpan-Ancely, Le Sure Hotel by Best Western Les Portes de Montauban propose des hébergements avec un jardin, un parking privé gratuit, un salon commun et une terrasse. Cet hôtel 3 étoiles propose un bar et des chambres climatisées avec connexion Wi-Fi gratuite. Il propose un service d'étage et une réception ouverte 24h/24.\n\nL'hôtel sert un petit-déjeuner buffet ou continental.\n\nLe Sure Hotel by Best Western Les Portes de Montauban se trouve à 44 km du Zénith de Toulouse et à 46 km du Stadium de Toulouse. L'aéroport de Toulouse-Blagnac est à 43 km.""]",8.8
Montauban,Hôtel du Commerce,1.354072988033295,44.01542572857878,https://www.booking.com/hotel/fr/hotel-du-commerce-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from=searchresults,"[""Situé dans le centre de Montauban, l'Hôtel du Commerce propose des chambres insonorisées dans un bâtiment rénové du XVIIIe siècle avec ascenseur. L'hôtel se trouve à 100 mètres du musée Ingres et à 1 km de la gare de Montauban.\n\nAffichant une décoration personnalisée, toutes les chambres de l'Hôtel du Commerce disposent d'une télévision à écran plat. Leur salle de bains privative est munie d'un sèche-cheveux, d'articles de toilette gratuits et d'une baignoire ou d'une douche. Certains logements sont également pourvus de la climatisation.\n\nChaque matin, vous pourrez choisir entre un petit-déjeuner continental et un petit-déjeuner buffet anglais. Vous pourrez le déguster dans le salon commun ou dans le confort de votre chambre. Un restaurant vous attend à seulement 5 mètres de l'établissement.\n\nUne connexion Wi-Fi est accessible gratuitement dans l'ensemble de l'hôtel. Des places de stationnement publiques sont disponibles moyennant des frais supplémentaires à proximité de l'Hôtel du Commerce. Enfin, la sortie de l'autoroute A20 se trouve à 2,5 km.""]",8.4
Montauban,Dali Hôtel Montauban,1.349240014017,44.020995559797,https://www.booking.com/hotel/fr/dali-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from=searchresults,"[""Situé à Montauban, le Dali Hôtel Montauban propose des hébergements avec une terrasse, un restaurant et un centre de spa et de bien-être. Doté d'une piscine extérieure ouverte en saison, cet hôtel 4 étoiles propose des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. Un parking privé gratuit est disponible et l'hôtel assure un service de location de vélos si vous souhaitez explorer les environs.\n\nLes chambres sont équipées d'une télévision par satellite à écran plat, d'une bouilloire et d'une armoire. Chaque chambre est équipée d'un coffre-fort et certaines offrent une vue sur la ville.\n\nL'hôtel sert un petit-déjeuner buffet ou continental.\n\nLors de votre séjour au Dali Hôtel Montauban, vous pourrez pratiquer diverses activités à Montauban et dans ses environs, telles que le vélo et la randonnée.\n\nParlant français, anglais et espagnol, le personnel de la réception se fera un plaisir de vous fournir des informations pratiques sur la région.\n\nL'aéroport de Toulouse-Blagnac est implanté à 52 km.""]",9.0
Montauban,Le Point Virgule - Parking Privé - Clim,1.3591095,44.0222532,https://www.booking.com/hotel/fr/le-point-virgule-parking-prive-clim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from=searchresults,"[""Situé à Montauban, l’hébergement Le Point Virgule - Parking Privé - Clim propose un bar. Cet hébergement met à votre disposition un balcon, un parking privé gratuit et une connexion Wi-Fi gratuite.\n\nCet appartement avec climatisation se compose de 1 chambre séparée, d'une cuisine entièrement équipée avec un réfrigérateur et un four, ainsi que de 1 salle de bains. Cet hébergement met à votre disposition des serviettes et du linge de lit.""]",
Montauban,L’appartement de Manon,1.342456499711551,44.01682794568838,https://www.booking.com/hotel/fr/appartement-de-manon-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from=searchresults,"[""Situé à Montauban, l’hébergement L’appartement de Manon offre une vue sur le jardin. Il propose une terrasse et une connexion Wi-Fi gratuite. Cet appartement met à votre disposition un balcon.\n\nCet appartement se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et des articles de toilette gratuits. Des serviettes et du linge de lit sont mis à votre disposition.\n\nL'aéroport le plus proche (Aéroport de Toulouse-Blagnac) est à 50 km.""]",9.1
Montauban,Le beau Malcousinat proche place Nationale,1.3534844,44.0173306,https://www.booking.com/hotel/fr/le-beau-malcousinat.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from=searchresults,"[""Le beau Malcousinat proche place Nationale est situé à Montauban. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement.\n\nCet appartement comprend une chambre, un salon, une télévision à écran plat, une cuisine équipée avec un coin repas ainsi qu'une salle de bains pourvue d'une douche et d'un lave-linge. Les serviettes et le linge de lit sont fournis. Cet appartement est non-fumeurs et insonorisé.\n\nL'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 51 km.""]",9.1
Montauban,Studio plein Sud au calme,1.3266783,44.0077748,https://www.booking.com/hotel/fr/studios-plein-sud-au-calme.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from=searchresults,"[""Situé à Montauban, l’établissement Studio plein Sud au calme possède une connexion Wi-Fi gratuite, la climatisation et un jardin.\n\nL’établissement propose des hébergements avec vue sur le jardin, une terrasse, un coin salon et une télévision à écran plat. Vous bénéficierez d’une cuisine entièrement équipée avec un réfrigérateur et un lave-vaisselle, ainsi que d’une salle de bains privative avec une douche et des articles de toilette gratuits. Un micro-ondes, une plaque de cuisson et un grille-pain sont également à disposition, de même qu’une machine à café et une bouilloire.\n\nL'aéroport le plus proche (Aéroport de Toulouse-Blagnac) est à 51 km.""]",9.3
Montauban,Le Cocon,1.354061343508,44.01643496418,https://www.booking.com/hotel/fr/le-cosy-studio-montauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGVn70GwAIB0gIkMDRiY2UyMWYtNzk1YS00YzRjLWJlNzMtZTkxM2UyZDEyNTE52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=190c9610776700d4&srepoch=1739049634&from=searchresults,"[""Récemment rénové, l'appartement Le Cocon est situé à Montauban. Cet appartement possède un balcon. Une connexion Wi-Fi et un parking privé sont disponibles gratuitement.\n\nCet appartement comprend une chambre, une cuisine entièrement équipée et une salle de bains. Les serviettes et le linge de lit sont fournis. Cet établissement est non-fumeurs.\n\nL'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 50 km.""]",8.1
